,summaryID,candidate,gold,title,grammatical_correctness_1,arrangement_1,quality_1,conciseness_1,exhaustiveness_1,subjectiveScore_1,annotator_1,grammatical_correctness_2,arrangement_2,quality_2,conciseness_2,exhaustiveness_2,subjectiveScore_2,annotator_2,url
35,35,A preliminary estimate puts the wastage across India at Rs 960 crore a day. The figure is expected to rise to three times during the next phase of the study to be conducted on inferior road stretches.,"An ongoing study has found that vehicles traveling on ""average"", crowded roads consumed nearly one-and-a-half times more fuel per kilometre compared to ?good?, fuel-efficient roads in Delhi and its suburbs. The motorists hence end up spending more, said a member associated with the study. The cumulative wastage of fuel would allegedly be an extra burden on India?s oil imports bill.",Vehicles consume 1.5 times more fuel on crowded roads: Study,4,1,2,1,1,2,devansh,5,4,4,3,1,2,dreamy,http://www.hindustantimes.com/delhi-news/people-pay-more-for-extra-fuel-consumption-while-driving-on-delhi-s-roads/story-68rK37RfWJHX30UpFBFqWM.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
36,36,Thiruvananthapuram in Kerala and Barsapara in Assam in contention to host Test matches during the home series against Sri Lanka. A decision will be taken by BCCI?s Tours and Fixtures Committee in Kolkata on Tuesday. Indian cricket team will play five ODIs and three T20 Internationals against Australia from September end to mid of October.,"Team India will play a record 23 home matches this year from September to December, the BCCI announced on Tuesday. India will host Australia, New Zealand and Sri Lanka during the season, with the team playing a total of three Tests, 11 ODIs and nine T20Is at home. Thiruvananthapuram and Barsapara in Assam may be added as Test venues.",India to play record 23 home matches in 4 months this year,5,4,5,4,3,4,devansh,5,4,5,4,5,4,dreamy,http://www.hindustantimes.com/india-vs-sri-lanka-2017/india-may-have-two-new-venues-for-home-tests-against-sri-lanka/story-2Qs1zV50eXoRLJiACkvNtN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
37,37,Scores of easyJet passengers were stranded on the Greek island of Zakynthos (also known as Zante) The plane developed technical difficulties and a replacement aircraft was prevented from flying in because of mating turtles. Passengers expressed fury at easyJet?s lack of communication.,"Passengers were stranded on Greek island Zakynthos for days after their easyJet plane developed technical difficulties on Sunday and a replacement plane couldn't fly in due to mating turtles. A flyer said there was no easyJet representative and passengers were forced to wait through ""hours of nothingness."" The airport has a night curfew to protect vulnerable loggerhead turtles breeding nearby. ",EasyJet passengers stranded in Greece due to mating turtles,5,4,3,4,4,4,devansh,3,4,3,3,3,3,dreamy,https://www.theguardian.com/world/2017/aug/01/easyjet-passengers-stranded-in-greece-in-part-to-protect-mating-turtles?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
38,38,"Bollywood actor Sushant Singh Rajput is all set to get special training at NASA (National Aeronautics and Space Administration) for his upcoming film, Chanda Mama Door Ke. The actor is reportedly being trained in neutral buoyancy, spacewalk drills and moon walks, experiencing zero gravity and Orion simulations.","A picture of Sushant Singh Rajput in a spacesuit at the National Aeronautics and Space Administration (NASA) has been shared on Twitter by producer Viki Rajani. The actor has started undergoing training for his role as an astronaut in the upcoming film 'Chanda Mama Door Ke'. Directed by Sanjay Puran Singh Chauhan, the film will release on January 26, 2018.",Picture of Sushant in spacesuit at NASA shared online,5,5,5,5,4,5,devansh,4,4,5,5,2,3,dreamy,http://www.hindustantimes.com/bollywood/sushant-singh-rajput-gets-trained-at-nasa-for-chanda-mama-door-ke-and-the-pics-are-out-of-this-world/story-wxgOz5dlEgOAIVcopDZgHO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
39,39,"Twenty people, including six female employees of a multi-national company, went through a harrowing time on Saturday after being stuck in an elevator at Sector 53?s South Point Mall. The women, according to the police, were off-duty and were returning home after a party when the elevator got stuck between the second and third floors. Two of the women fell unconscious due to lack of oxygen.","Gurugram police on Saturday midnight rescued twenty people who were trapped in a mall lift for nearly 90 minutes. Police said that two out of six women fell unconscious in the lift due to lack of oxygen. Some trapped people had reportedly contacted the elevator control room, but the police were called when the staff couldn't fix the technical glitch.",20 stuck in Gurugram mall lift for 90 mins rescued,5,5,3,5,4,4,devansh,5,5,3,3,3,3,dreamy,http://www.hindustantimes.com/gurgaon/20-people-trapped-for-90-minutes-in-faulty-elevator-at-gurgaon-mall/story-ObbrdLAIUElsJqnTSQETsL.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
40,40,"A 25-year-old post-graduate youth, who felt humiliated by a panchayat diktat asking him to drink a girl?s urine for allegedly raping her, claimed his life. The incident happened over a week ago in a remote village of Targain in Budhal tehsil of Rajouri district.","A 25-year-old man from Jammu and Kashmir accused of rape committed suicide after the Panchayat directed him to drink urine of the victim. Police said he also recorded an audio clip before killing himself, wherein he claimed of never raping the girl. The Panchayat's initial direction was to compensate the girl's family with money, which the man refused, police added.",Rape-accused kills self after order to drink victim's urine,4,4,3,4,3,3,devansh,3,4,3,3,2,2,dreamy,http://www.hindustantimes.com/india-news/youth-kills-self-after-panchayat-s-diktat-to-drink-girl-s-urine-for-raping-her/story-s4LPQhFC1dyGdtFc6ZhSEO.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
41,41,"Boeing built two 747-8s out of an order of four for a Russian airline. The airline never took ownership of them, and the planes have been stored in the Mojave Desert, where the dry, hot climate slows corrosion.","The US Air Force is negotiating with Boeing to purchase two 747-8 jetliners once built for Russian airline Transaero, which went bankrupt before the planes were delivered. The jetliners will be used as the new Air Force One and its backup. Air Force One is the aircraft that carries the President of the United States. ",Plane built for Russian airline may be next US Air Force One,5,4,4,3,2,3,devansh,5,5,3,2,1,2,dreamy,http://www.hindustantimes.com/world-news/planes-built-for-russian-airline-may-be-next-us-air-force-one/story-QDfZhX9oSrsnqZR8ruYOmK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
42,42,"Sunday recorded 13 track deaths, the highest on a single day this year. In the past six months, around 1,590 people have been killed while travelling on trains. On an average, seven people are killed daily on railway tracks.","As many as 13 people died while travelling in Mumbai's local trains on Sunday, according to railway data. Almost 1,600 people have been killed while travelling in trains in the past six months, it added. Of the 1,600, 700 lost their lives by falling off the train,147 were killed while crossing railway tracks, and 20 people died of electric shock. ",13 people die in a day while travelling in Mumbai locals,5,5,5,5,4,5,devansh,5,5,4,5,5,4,dreamy,http://www.hindustantimes.com/mumbai-news/13-people-die-travelling-on-local-trains-in-mumbai-on-sunday/story-KQla8MQgkIAfkzWVJrzC5M.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
43,43,A swarm of bees held up a Hyderabad-Pune flight last week for more than one hour. The country aviation regulator said it will investigate how a bee hive was allowed to flourish in the airport area. The flight on July 26 was held up when the ATR?72 was besieged by bees.,"A swarm of bees reportedly attacked a Hyderabad-Pune flight last week and delayed it by almost an hour. The flight was able to take off only after a repellent spray was used to clear the insects from the area. ""We will look into the matter and necessary action will be taken,"" a Directorate General of Civil Aviation official said. ",Bee attack delays Hyderabad-Pune flight by an hour ,5,5,5,5,5,5,devansh,3,3,5,5,5,4,dreamy,http://www.hindustantimes.com/mumbai-news/bees-delay-hyderabad-pune-flight-dgca-to-probe-how-hive-was-allowed-to-grow-at-airport/story-so0ScWIaYc1qCoYo1F4lzK.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
44,44,Bihar deputy chief minister Sushil Modi alleges that he would soon come out with documentary proof of sand mafia funding the RJD. RJD's Bihar unit spokesman and media in-charge Pragati Mehta dismissed the allegations as ?baseless and absurd?,"Bihar's newly appointed Deputy CM Sushil Modi said he would soon hold a press conference to ""make a big expose"" on Lalu Prasad's family and RJD's links with sand mafia. The government was committed to taking actions against anyone involved in corruption, he added. RJD's Bihar unit spokesperson dismissed Modi's allegations as ""baseless and absurd"".",Will expose links of Lalu's kin with sand mafia: Bihar Dy CM,5,5,3,4,4,4,devansh,5,5,4,5,4,4,dreamy,http://www.hindustantimes.com/india-news/will-soon-expose-lalu-prasad-s-family-links-with-sand-mafia-sushil-modi/story-si3ccOHtU89Z3Mmoe7BB3O.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
45,45,"Not a single minister has a 100% attendance record for the cabinet meetings. Agriculture minister Pandurang Fundkar tops the list of absentees. The Maharashtra cabinet has 23, including Chief Minister Devendra Fadnavis.","Maharashtra's Agriculture Minister Pandurang Fundkar topped the list of absentees in cabinet meetings by missing 11 out of the 35 meetings held between July 2016 to May 2017, according to an RTI response. Fundkar clarified that he missed two meetings for personal reasons, and was either attending state functions or on foreign tour during rest of the meetings.",Maha agri minister took most leaves from cabinet meetings,5,4,4,4,3,4,devansh,5,4,3,3,2,3,dreamy,http://www.hindustantimes.com/mumbai-news/maharashtra-agriculture-minister-missed-11-of-35-cabinet-meetings-rti/story-zWlLwN9bpPq2xtej74MnMN.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
46,46,The BJP-led Goa government on Tuesday told the state legislative assembly that strict action would be taken against the people found drinking on the state beaches. The state refused to withdraw the contract signed with the lifeguard agency to man the beaches.,"The Goa government on Tuesday told the state legislative assembly that strict action would be taken against people found drinking on state beaches and that they could even be arrested. ""The beaches should be clean and there should not be any illegality on them,"" Goa's Tourism Minister Manohar Ajgaonkar said. ""We will not mind arresting them, if required,"" he added. ",People drinking on Goa beaches could be arrested: Minister,5,5,5,5,4,5,devansh,5,4,2,3,2,3,dreamy,http://www.hindustantimes.com/india-news/people-drinking-on-goa-beaches-could-be-arrested-says-state-tourism-minister/story-UW5snAPQItW82ljC5GGNEI.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
47,47,"Police recovered 14 semi-automatic sophisticated pistols of 7.65mm with 14 magazines from Mobai?s possession. Mobai (45), police said, is a proclaimed offender with many cases of arms act registered against her. She told police that she collected the weapons from a manufacturer in Gandhwani, MP.","The Delhi Police on Saturday arrested a 45-year-old woman for supplying illegal weapons and recovered fourteen semi-automatic sophisticated pistols with magazines from her possession. A mother of five children, the accused had started supplying illegal arms after she was unable to meet her basic needs as a farm labourer. She was arrested based on a tip-off before an arms delivery.", Female labourer who turned arms supplier arrested in Delhi,5,5,4,4,4,4,devansh,5,4,4,5,4,4,dreamy,http://www.hindustantimes.com/delhi-news/woman-labourer-turns-interstate-gunrunner-arrested-with-weapons-in-delhi/story-rZiHYoyWhCG5pulHZPRCMJ.html?utm_source=inshorts&utm_medium=referral&utm_campaign=fullarticle 
